Repo,Owner,Z,T_X_n,Percentile_95,MeanInterval(days),SDInterval,Classification,TimeSinceLastCommit(days),Is_Alive,Status,Last_Commit_Date
IQKeyboardManager,hackiftekhar,16240269.000000002,51525.0,1289949.099999999,3.0800820410911305,1011677.9553573945,alive,0.5963541666666666,True,True,2024-02-05T15:32:35Z
reveal,hakimel,14237626.0,148975.0,622010.5999999997,1.47139306413173,427973.090388886,alive,1.7242476851851851,,Error,
handsontable,handsontable,7810343.000000001,121609.0,258688.49999999997,0.5711148013112434,178799.7142807391,alive,1.407511574074074,True,True,2024-02-26T10:10:51Z
docker-qemu-win2000,hectorm,18870080.0,3655683.0,4726676.749999997,10.930780503285543,2905643.8789572655,alive,42.311145833333335,True,verify,2024-01-22T19:29:15Z
hexo,hexojs,9127214.0,37686.0,497770.44999999966,1.123167145351453,372053.2428680337,alive,0.43618055555555557,True,True,2024-02-21T16:20:21Z
touchHLE,hikari-no-yume,1713211.0,14459.0,127129.49999999863,0.3131830330799403,89709.75059215447,alive,0.16734953703703703,True,True,2024-02-26T22:04:42Z
awesome-model-quantization,htqin,29302739.0,201336.0,2175461.9999999953,6.730559922330755,2271513.6408837633,alive,2.330277777777778,True,True,2024-02-16T15:06:10Z
quark-h5,huangwei9527,40781164.0,4652606.0,30753040.0,40.48786408730159,9774323.962634537,alive,53.84960648148148,True,verify,2023-12-15T02:47:03Z
hubot,hubotio,40399078.0,593121.0,598671.8500000001,1.9671296091263983,1332310.8269331837,alive,6.864826388888889,True,True,2024-02-17T23:40:42Z
tether,HubSpot,17553588.0,134795.0,604885.65,2.195627543524063,903868.1836254568,alive,1.560127314814815,True,True,2024-02-26T10:58:13Z
quake2-rerelease-dll,id-Software,4920938.0,2438214.0,4920938.0,56.955300925925926,,alive,28.220069444444444,False,False,2023-10-03T18:43:06Z
java-design-patterns,iluwatar,9379615.0,314299.0,399534.79999999946,0.9448945177285061,328743.87491615786,alive,3.6377199074074076,True,True,2024-02-25T12:47:19Z
qttabbar,indiff,20772729.0,1639507.0,1870587.2,4.870031913309508,1716114.696105082,alive,18.975775462962964,True,True,2024-02-26T07:17:53Z
inferno,infernojs,7855957.000000001,99124.0,128956.39999999979,0.5110932988575256,250864.69539559906,alive,1.1472685185185185,True,True,2024-02-04T19:51:31Z
quero-ser,intelitrader,41082354.0,2971553.0,12494420.049999999,38.05868308738426,7765087.39709544,alive,34.392974537037034,False,False,2023-09-27T14:34:07Z
lab-advance-querying-mongo,ironhack-labs,36039549.0,26118969.0,29292121.5,57.132777777777775,9717860.985988518,alive,302.30288194444444,False,False,2023-01-02T16:43:51Z
quartz,jackyzha0,4487515.0,11171.0,477150.79999999976,1.1137389969135802,295505.04370753426,alive,0.12929398148148147,True,True,2024-02-26T21:55:47Z
httpie,jakubroztocil,8208982.000000001,628590.0,1086950.5999999973,2.40225444423555,713089.7404491188,alive,7.275347222222222,False,False,2023-10-24T17:23:30Z
awesome-mac,jaywcjlove,2611282.0,303167.0,650082.7499999999,1.363508665716999,252406.44296863442,alive,3.5088773148148147,True,True,2024-02-26T05:10:38Z
jekyll,jekyll,5652572.0,25914.0,168797.04999999976,0.46951860879867213,184999.0651786143,alive,0.29993055555555553,True,True,2024-02-13T04:19:22Z
queueing-theory,joelparkerhenderson,74877917.0,3990036.0,41039669.5999999,67.78559629629629,17467281.06121849,alive,46.18097222222222,False,False,2023-09-15T19:39:24Z
query-monitor,johnbillion,23045576.0,84754.0,538481.25,1.2861531824943668,585905.6808175485,alive,0.9809490740740741,True,True,2024-02-21T23:05:20Z
awesome-machine-learning,josephmisiti,3002726.0,116904.0,761185.0,1.7852956411830032,316015.0039883232,alive,1.3530555555555555,True,True,2024-02-26T15:22:39Z
quantmod,joshuaulrich,12783231.0,2777732.0,3356648.599999998,6.631717585076959,1540417.4562771106,alive,32.149675925925926,True,True,2024-02-21T21:50:38Z
fzf,junegunn,5830792.0,34213.0,563523.1999999993,1.4748362842092697,308398.0270732383,alive,0.3959837962962963,True,True,2024-02-25T00:01:35Z
qtconsole,jupyter,125814870.00000001,1068672.0,1137111.199999998,3.4198086514573967,2957459.872231877,alive,12.36888888888889,False,False,2023-11-25T20:30:31Z
coding-interview-university,jwasham,3498195.0,113991.0,745342.0999999979,1.6463469208474402,352235.9740363289,alive,1.3193402777777778,True,True,2024-02-23T02:37:57Z
developer-roadmap,kamranahmedse,15571917.000000002,42154.0,172475.49999999997,0.633256135500528,371668.952246496,alive,0.48789351851851853,True,True,2024-02-26T12:43:32Z
fabric,kangax,5132634.0,264762.0,426520.29999999993,1.0113779924033466,235725.17249346874,alive,3.064375,,Error,
iris,kataras,2484698.0,136843.0,409797.09999999823,0.9886230569072723,203134.64169285414,alive,1.5838310185185185,True,verify,2024-01-22T13:35:09Z
qart,kciter,90201551.0,11028250.0,11461029.150000002,25.465772946859904,9972667.301357303,alive,127.6417824074074,,Error,
cxx-qt,KDAB,2002508.0000000002,23166.0,356869.5,0.8811675691688712,190603.00770910113,alive,0.268125,True,True,2024-02-23T15:25:39Z
rust-qt-binding-generator,KDE,31377221.000000004,685796.0,1928868.899999998,4.95243363188897,1702830.273126965,alive,7.937453703703704,True,True,2024-02-27T02:19:04Z
40-questions,kepano,30753591.000000004,142576.0,9128444.799999997,20.677221541394335,5170938.775512396,alive,1.6501851851851852,True,verify,2024-01-04T16:47:58Z
QuestionWechatApp,kesixin,19538799.0,82147.0,2177497.9999999898,6.749739011491729,1835733.6855514974,alive,0.950775462962963,True,True,2024-02-27T01:08:00Z
keycloak-quickstarts,keycloak,15759522.000000002,1937169.0,2408858.3499999996,7.460939504448583,1421555.7801615153,alive,22.4209375,True,True,2024-02-22T08:37:08Z
awesome-selfhosted,Kickball,1823747.0,112536.0,229804.5,0.4794245910529934,108001.92269820743,alive,1.3025,True,True,2024-02-23T17:47:12Z
ngx-quill,KillerCodeMonkey,3973597.0000000005,550955.0,597245.75,1.6137246124237266,362596.37986099796,alive,6.376793981481481,True,True,2024-02-26T08:44:05Z
RoslynQuoter,KirillOsenkov,38517605.0,3986020.0,13383517.999999998,22.004319125159643,5181612.23963798,alive,46.13449074074074,False,False,2023-09-15T20:46:20Z
mermaid,knsv,8128774.000000001,35860.0,124456.75000000019,0.367351312487577,194726.74679630765,alive,0.4150462962962963,True,True,2024-02-27T06:23:22Z
koa,koajs,14447872.0,39034.0,1301043.599999998,3.1453548308329426,928398.230697494,alive,0.4517824074074074,True,verify,2024-01-17T02:02:10Z
qss,kosukeimai,24675843.0,864096.0,4870966.249999994,9.120337216923248,2643562.2838247726,alive,10.001111111111111,False,False,2023-10-21T23:58:24Z
LeetCode-Questions-CompanyWise,krishnadey30,29545500.0,18469331.0,28274848.099999998,120.3263599537037,12890530.829648737,alive,213.7654050925926,False,False,2023-04-01T05:37:49Z
backend-interview-question,ksundong,13408125.0,816122.0,4109051.8499999894,6.105659207818929,1746209.530708412,alive,9.445856481481481,True,verify,2023-12-17T08:57:45Z
echo,labstack,3956838.0000000005,625667.0,766021.5,1.851710873388042,389375.90220167435,alive,7.2415162037037035,True,True,2024-02-18T13:47:13Z
QuickNovel,LagradOst,7932732.000000001,854797.0,1314728.1499999997,2.905523012402835,803099.9166955628,alive,9.893483796296296,True,True,2024-02-11T22:32:20Z
questions-answers,LandmakTechnology,5332812.0,1036749.0,2523863.699999999,4.562008880876069,874255.7595621698,alive,11.999409722222222,True,True,2024-02-08T20:05:29Z
laravel,laravel,3010614.0,30857.0,324145.99999999924,0.6538770724345807,152448.45656970813,alive,0.3571412037037037,True,True,2024-02-13T17:09:01Z
Stock_Analysis_For_Quant,LastAncientOne,2375634.0,36648.0,217021.0,0.7637200972824012,129901.23290028282,alive,0.4241666666666667,True,True,2024-02-26T15:07:04Z
QuestPatcher,Lauriethefish,10971279.0,368782.0,439467.89999999997,1.8088386200439772,822884.5086464357,alive,4.268310185185185,True,True,2024-02-05T14:04:46Z
QuantLib-SWIG,lballabio,21564288.0,964272.0,1223382.6999999988,3.0332150859915794,763589.7342393992,alive,11.160555555555556,True,True,2024-02-22T14:50:09Z
Leaflet,Leaflet,7580146.000000001,128122.0,253054.69999999925,0.6223323707252048,197497.80869515784,alive,1.4828935185185186,True,True,2024-02-26T13:03:27Z
dsc-sql-interview-questions-lab,learn-co-curriculum,70855149.0,5391443.0,54552697.5,147.74718434343433,22243209.425701987,alive,62.40096064814815,False,False,2023-08-30T14:22:37Z
queue-with-nodes,learn-co-curriculum,41583843.0,26016285.0,33997292.39999998,100.69596726190476,15673563.752807293,alive,301.1144097222222,False,False,2023-01-03T21:15:15Z
quicksort,learn-co-curriculum,41584100.0,26016284.0,31295685.649999976,73.48391203703704,13685489.514742272,alive,301.11439814814815,False,False,2023-01-03T21:15:16Z
what-is-a-queue,learn-co-curriculum,41645869.0,26016264.0,26337048.25,48.620786313657405,11293861.512843074,alive,301.1141666666667,False,False,2023-01-03T21:15:36Z
mojs,legomushroom,32557772.000000004,356568.0,461961.1999999994,1.8345915204809438,1117380.4695627484,alive,4.126944444444445,True,True,2024-02-02T22:33:36Z
seqtk,lh3,36160967.0,14268769.0,17465760.09999999,31.337440883190883,6089025.828788403,alive,165.14778935185186,False,False,2023-05-19T20:27:11Z
QFramework,liangxiegame,129603587.00000001,315269.0,1761060.599999996,10.698647414182476,9051482.168552682,alive,3.648946759259259,True,verify,2024-01-04T07:07:26Z
libuv,libuv,2952285.0,103383.0,351453.39999999985,0.8772037222257502,162669.7706076795,alive,1.1965625,True,True,2024-02-23T19:15:03Z
docker-qbittorrent,linuxserver,7386290.0,234402.0,1210239.55,4.803861016628874,743382.7760766154,alive,2.7129861111111113,True,True,2024-02-25T06:55:43Z
qpth,locuslab,86032185.0,5283920.0,6747167.099999987,15.413745669056151,7321122.987196368,alive,61.15648148148148,False,False,2023-08-31T20:14:40Z
vector-quantize-pytorch,lucidrains,27768710.0,725986.0,1400154.5,5.445972273434939,2144085.646439929,alive,8.40261574074074,True,True,2024-02-18T13:48:32Z
qtermwidget,lxqt,17679345.0,562251.0,2714935.5999999926,7.522957421216349,1478901.7626542966,alive,6.507534722222222,True,True,2024-02-17T10:25:23Z
javascript-questions,lydiahallie,8216003.000000001,399716.0,518866.7500000001,1.173290878066025,454570.11896787584,alive,4.626342592592593,False,False,2023-11-17T10:18:06Z
quine-relay,mame,20481206.0,12026.0,5048076.999999983,7.753193991027109,2323513.1209806306,alive,0.13918981481481482,False,False,2023-10-31T20:39:34Z
QLVideo,Marginal,46858013.0,2365671.0,9249225.0,15.234792190380427,4992651.283255313,alive,27.38045138888889,False,False,2023-10-10T15:42:59Z
awesome-ruby,markets,6603718.0,84853.0,1099219.1000000003,2.3220832781059864,621397.1346969948,alive,0.9820949074074075,True,True,2024-02-22T10:05:06Z
qUINT,martymcmodding,58816629.0,8773167.0,10005402.7,28.515861992945325,7844647.244030936,alive,101.54128472222222,False,False,2023-07-22T11:00:33Z
kong,Mashape,1124854.0,21085.0,149695.19999999984,0.33001197475104294,64310.27447052379,alive,0.24403935185185185,True,True,2024-02-27T05:52:01Z
hibernate-criteria-query,mate-academy,18139110.0,1603539.0,11967469.749999996,29.50551017300195,4583999.95773824,alive,18.559479166666666,False,False,2023-10-13T10:34:21Z
jv-multithreading-blocking-queue,mate-academy,42076841.0,14916912.0,31254579.799999975,89.554623015873,15310952.441941028,alive,172.64944444444444,False,False,2023-05-12T08:24:48Z
qa_cypress_e2e_book_store,mate-academy,14439775.0,3676926.0,14045154.0,42.66175861625514,5257688.136354637,alive,42.55701388888889,False,False,2023-09-19T10:37:54Z
qa_cypress_e2e_intro,mate-academy,21088171.0,9735989.0,16359794.199999988,40.76880163817664,6537570.436930663,alive,112.68505787037037,False,False,2023-07-11T07:33:31Z
qa_cypress_e2e_simple_auth,mate-academy,22747952.0,9735289.0,22603771.6,88.42909979423868,9335743.176336763,alive,112.67695601851852,False,False,2023-07-11T07:45:11Z
qa_cypress_e2e_student_registration_form,mate-academy,22908099.0,9735110.0,17785830.999999996,88.4274074074074,6891228.849392628,alive,112.67488425925926,False,False,2023-07-11T07:48:10Z
atomic_queue,max0x7ba,19629917.0,1550715.0,2295016.149999995,4.13004474619709,1428609.363416379,alive,17.948090277777776,True,True,2024-02-22T23:42:13Z
Queryable,mazzzystar,5228527.0,309668.0,432138.79999999946,1.855916473765432,697330.2330889683,alive,3.5841203703703703,True,True,2024-02-07T06:42:37Z
meta-qt5,meta-qt5,4870043.0,653263.0,1110436.7500000007,3.0622679539295397,484846.57511034125,alive,7.560914351851852,True,True,2024-01-31T13:09:46Z
qryn,metrico,22898716.0,22845.0,368209.6499999999,1.2465898376369329,800539.0917341756,alive,0.2644097222222222,True,True,2024-02-20T09:01:55Z
caddy,mholt,1290628.0,21266.0,357664.0,0.930234352569624,143989.04239494872,alive,0.24613425925925925,True,True,2024-02-25T21:13:48Z
awesome-qt-qml,mikalv,23024323.0,3674192.0,12170136.0,28.11633101851852,4633471.328019458,alive,42.52537037037037,False,False,2023-09-19T11:23:28Z
minio,minio,780464.0,16164.0,98658.24999999997,0.2933273170453644,44128.75849795312,alive,0.18708333333333332,True,True,2024-02-27T00:01:20Z
mitmproxy,mitmproxy,16274335.000000002,21759.0,172435.5,0.4807967689978904,226287.21225445566,alive,0.2518402777777778,True,True,2024-02-20T08:59:35Z
mobx,mobxjs,4138007.0000000005,196896.0,418737.99999999994,0.972866875636056,229502.74381820674,alive,2.278888888888889,True,True,2024-02-22T13:16:25Z
QuJing,Mocha-L,23332092.0,10573695.0,19960948.599999998,34.18986181257014,6536722.854671085,alive,122.38072916666667,False,False,2023-07-01T14:51:45Z
mocha,mochajs,18569552.0,21306.0,464428.0,1.2348289312639493,422804.9590697391,alive,0.24659722222222222,True,True,2024-02-22T22:33:00Z
quadplay,morgan3d,5916041.0,333108.0,1220400.5999999994,3.0894717610330633,620900.9878108118,alive,3.8554166666666667,True,verify,2023-12-18T03:59:29Z
firefox-ios,mozilla-mobile,1197363.0,10032.0,94846.94999999998,0.2707855225205829,60566.951333852434,alive,0.11611111111111111,True,True,2024-02-26T19:26:46Z
sidekiq,mperham,3630588.0,23081.0,390931.49999999837,0.9124310730655427,185216.4646750624,alive,0.2671412037037037,True,True,2024-02-27T03:35:54Z
axios,mzabriskie,12050982.0,441919.0,956402.8499999992,2.276757578898437,639719.2520767704,alive,5.11480324074074,True,True,2024-02-16T11:28:57Z
q,natesales,9747199.0,171755.0,1021402.1499999999,2.444051652940629,948623.2005658126,alive,1.9879050925925925,True,verify,2024-01-22T03:21:47Z
natural,NaturalNode,18875328.0,1396959.0,1558559.9,3.1937572226126334,1074236.4740967548,alive,16.168506944444445,True,verify,2023-12-08T07:53:19Z
glances,nicolargo,3218905.0,31249.0,357757.59999999945,0.832555278167716,194878.0835863351,alive,0.36167824074074073,True,True,2024-02-18T08:50:20Z
nightwatch,nightwatchjs,56653807.0,46234.0,560479.0,1.5599282500986837,1141061.6393440512,alive,0.5351157407407408,True,True,2024-02-26T17:05:33Z
nodemailer,nodemailer,9000944.0,720711.0,2060734.1999999988,4.506547377587936,833119.586235094,alive,8.3415625,True,True,2024-02-22T07:46:42Z
Swiper,nolimits4web,6130533.0,479008.0,595165.3999999998,1.1850955249068902,337232.4026328277,alive,5.544074074074074,True,True,2024-02-22T08:39:20Z
nsq,nsqio,15699854.000000002,159845.0,697344.0,1.8358355202802539,607547.5197309193,alive,1.8500578703703703,True,True,2024-02-03T20:43:57Z
QLTools,nuanxinqing123,12255660.0,512613.0,640360.3999999977,2.57861404463219,1120947.0818592939,alive,5.933020833333333,True,verify,2024-01-08T09:43:36Z
Q2RTX,NVIDIA,67904234.0,346505.0,496758.50000000006,1.7687219365024018,1374751.0740379707,alive,4.010474537037037,True,True,2024-02-21T23:23:09Z
nw,nwjs,10515568.0,8472.0,340017.39999999973,0.8664234417790665,215852.0313149396,alive,0.09805555555555556,,Error,
OpenAPI-Specification,OAI,12702656.0,704752.0,717013.6999999982,1.7873801407689414,577721.894500654,alive,8.156851851851853,True,True,2024-02-26T21:12:32Z
data-engineering-interview-questions,OBenner,26128131.0,3220463.0,25817541.5,71.72761574074075,10119466.057213612,alive,37.27387731481482,False,False,2023-09-24T17:25:37Z
queue,OCA,5776006.0,233096.0,1059192.75,2.301808660628494,524794.2385874108,alive,2.6978703703703704,True,True,2024-02-19T14:33:45Z
imgui,ocornut,1751269.0,22931.0,185281.59999999998,0.44564504498745955,92783.9355275572,alive,0.2654050925925926,True,True,2024-02-26T12:33:41Z
